time1,rating
2005,38.0
2006,40.40816326530612
2007,42.857142857142854
2008,40.588235294117645
2009,40.42553191489362
2010,40.70175438596491
2011,40.18181818181818
2012,36.111111111111114
2013,38.148148148148145
2014,38.57142857142857
2015,37.93103448275862
2016,36.25
2017,41.92307692307692
2018,34.76190476190476
2019,36.666666666666664
